mode_confidence,key_confidence,tempo,energy,tempo_confidence,time_signature,valence,name,echoprint_version,mode,explicit,track_number,code_version,speechiness,duration,popularity,artist_names,start_of_fade_out,liveness,acousticness,instrumentalness,time_signature_confidence,key,danceability,end_of_fade_in,num_samples,loudness
0.483,0.57,91.207,0.316,0.767,4,0.543,Bloodstream,4.12,0,0,7,3.15,0.0364,300.25333,47,Ed Sheeran,294.08072,0.104,0.529,0.000294,1.0,3,0.66,0.18571,6620586,-11.567
0.266,0.35,183.59,0.967,0.19,4,0.355,"Yah Yah (feat. Royce Da 5'9"", Black Thought, Q-Tip & Denaun)",4.12,1,1,10,3.15,0.393,286.96,52,Eminem,286.96,0.11,0.14,0.0,1.0,1,0.446,0.0,6327468,-2.107
0.709,0.675,121.904,0.865,0.072,4,0.41,Formation - Homecoming Live,4.12,0,0,5,3.15,0.394,262.80612,29,Beyoncé,257.07974,0.953,0.0234,0.0,1.0,5,0.667,0.0,5794875,-9.043
0.716,0.698,151.658,0.324,0.234,4,0.291,Name (feat. Tori Kelly),4.12,1,0,22,3.15,0.0264,159.7243,59,Justin Bieber,155.06287,0.089,0.829,0.0,0.911,4,0.45,0.20884,3521921,-7.564
0.602,0.369,95.935,0.809,0.127,4,0.411,Bandido,4.12,1,1,15,3.15,0.0615,222.38509,60,Anuel AA,222.38509,0.202,0.374,0.0,0.985,8,0.789,0.08703,4903591,-3.417
0.387,0.203,120.924,0.801,0.81,4,0.282,Really Don't Care - Live At Honda Center/Anaheim CA/2014,4.12,1,0,21,3.15,0.0523,210.93333,10,Demi Lovato,204.51556,0.107,0.000323,0.000546,1.0,2,0.637,3.70358,4651080,-3.473
0.374,0.479,115.187,0.616,0.336,4,0.907,Clubhouse,4.12,0,1,8,3.15,0.239,180.86667,60,Mac Miller,175.40353,0.2,0.235,0.0,1.0,0,0.785,0.0,3988110,-5.927
0.727,0.778,160.029,0.829,0.192,4,0.831,Shake It Off - Karaoke Version,4.12,1,0,6,3.15,0.0977,217.56712,19,Taylor Swift,211.56862,0.462,0.00154,0.853,0.995,7,0.705,0.0,4797355,-6.105
0.422,0.559,78.023,0.531,0.149,4,0.574,8-Ball (feat. Kid Cudi),4.12,0,0,18,3.15,0.051,176.90036,23,Pop Smoke,173.11057,0.152,0.0945,2.62e-06,0.854,4,0.667,0.0,3900653,-6.67
0.419,0.174,113.966,0.681,0.34,4,0.431,Recognize (feat. Majid Jordan),4.12,1,0,4,3.15,0.0947,214.73683,42,DJ Snake,192.99265,0.111,0.244,0.000517,1.0,8,0.735,0.0,4734947,-7.655
0.605,0.76,150.1,0.963,0.938,4,0.823,Teddy Picker,4.12,1,0,2,3.15,0.0882,165.0,70,Arctic Monkeys,158.88834,0.0449,0.000286,0.000889,1.0,9,0.637,1.01147,3638250,-5.116
0.327,0.357,94.378,0.648,0.737,4,0.635,1985 - Intro to “The Fall Off”,4.12,1,1,12,3.15,0.445,190.1766,68,J. Cole,175.77505,0.182,0.145,0.0,0.928,2,0.679,0.0,4193394,-5.892
0.439,0.249,116.976,0.737,0.359,4,0.653,"There's a Good Reason These Tables Are Numbered Honey, You Just Haven't Thought of It Yet",4.12,0,0,12,3.15,0.0475,196.65334,49,Panic! At The Disco,193.71828,0.377,0.228,0.0,1.0,4,0.427,0.18082,4336206,-4.124
0.434,0.311,142.803,0.498,0.063,4,0.34,Awake,4.12,1,0,9,3.15,0.0332,226.16068,11,BTS,218.25597,0.269,0.023,1.99e-06,0.963,3,0.35,0.12807,4986843,-6.589
0.238,0.0,112.291,0.517,0.895,3,0.23,Dangerously,4.12,0,0,2,3.15,0.0366,199.13333,58,Charlie Puth,194.49034,0.197,0.364,0.0,0.636,2,0.696,0.29007,4390890,-8.379
0.52,0.524,139.988,0.771,0.637,4,0.332,Girl Of My Dreams (with SUGA of BTS),4.12,1,1,17,3.15,0.0627,226.14934,68,Juice WRLD,219.18475,0.13,0.194,0.0,1.0,9,0.603,0.0,4986593,-6.336
0.475,0.344,93.061,0.605,0.02,4,0.316,All Too Well,4.12,1,0,1,3.15,0.0244,329.16,44,Taylor Swift,313.52744,0.128,0.0448,0.000334,0.551,0,0.602,0.20925,7257978,-7.803
0.629,0.513,151.956,0.305,0.015,4,0.108,exile (feat. Bon Iver) - the long pond studio sessions,4.12,1,0,4,3.15,0.0306,279.89334,61,Taylor Swift,268.4749,0.111,0.848,6.74e-05,0.743,6,0.359,0.0,6171648,-10.295
0.194,0.105,85.411,0.871,0.325,4,0.659,Intro : Persona,4.12,0,0,1,3.15,0.337,171.02316,57,BTS,164.91972,0.313,0.0278,0.0,1.0,9,0.486,0.25546,3771061,-4.475
0.412,0.414,189.868,0.742,0.175,4,0.328,Animals,4.12,0,0,2,3.15,0.0898,231.01334,50,Maroon 5,225.33224,0.593,0.000185,0.0,0.969,4,0.279,0.33088,5093844,-6.46
0.456,0.521,100.105,0.945,0.034,4,0.157,If I Were A Boy / You Oughta Know - Live,4.12,1,0,9,3.15,0.424,316.77332,45,Beyoncé,312.72055,0.892,0.0131,0.0272,0.191,6,0.306,0.0,6984852,-5.32
0.435,0.437,119.981,0.598,0.745,4,0.501,Loveeeeeee Song,4.12,0,1,5,3.15,0.0319,256.32,75,Rihanna,248.52898,0.0971,0.508,0.0,0.98,5,0.71,0.21456,5651856,-7.598
0.615,0.882,172.06,0.682,0.478,4,0.158,Getaway Car - Karaoke Version,4.12,1,0,9,3.15,0.043,233.62666,22,Taylor Swift,226.13333,0.0923,0.00515,0.768,0.972,2,0.497,0.19755,5151468,-8.663
0.338,0.244,145.988,0.766,0.809,4,0.83,"Taylor Life (feat. Sosamann) [Produced by Statik Selektah, Co-Produced by Dreamlife Beats]",4.12,1,0,10,3.15,0.129,155.57587,1,Wiz Khalifa,155.57587,0.173,0.0232,0.0,0.992,8,0.854,2.31619,3430448,-6.598
0.321,0.249,124.542,0.892,0.718,4,0.601,Dónde Están Los Ladrones - En Vivo,4.12,1,0,3,3.15,0.0377,200.70667,44,Shakira,200.70667,0.921,0.149,0.0147,0.99,9,0.587,0.0,4425582,-6.095
0.783,1.0,117.111,0.924,0.88,4,0.344,Universally Speaking,4.12,1,0,2,3.15,0.0367,256.96,64,Red Hot Chili Peppers,248.37224,0.263,0.0887,0.00326,0.938,2,0.558,0.0,5665968,-2.312
0.245,0.179,110.001,0.597,0.664,4,0.419,What Lovers Do (feat. SZA),4.12,0,0,2,3.15,0.0611,199.84933,20,Maroon 5,192.18576,0.1,0.0788,5.66e-06,1.0,5,0.799,0.17986,4406678,-5.131
0.545,0.625,157.988,0.894,0.066,4,0.839,Ordinary Day (ft. Hailee Steinfeld),4.12,1,1,8,3.15,0.0748,188.4,55,Logic,188.4,0.143,0.0224,0.0,1.0,1,0.748,0.0,4154220,-6.67
0.573,0.594,73.942,0.579,0.044,4,0.255,Better Man (Taylor's Version) (From The Vault),4.12,1,0,22,3.15,0.0384,297.01334,75,Taylor Swift,288.07837,0.0877,0.214,0.0,0.447,4,0.473,2.60644,6549144,-5.824
0.244,0.011,141.019,0.888,0.848,4,0.561,"Night Riders (feat. Travi$ Scott, 2 Chainz, Pusha T & Mad Cobra)",4.12,0,1,8,3.15,0.0995,233.3332,8,Major Lazer,227.56136,0.26,0.0761,1.94e-06,1.0,11,0.63,0.18063,5144997,-2.388
0.57,0.234,120.092,0.619,0.258,4,0.234,Professional,4.12,0,0,1,3.15,0.0615,368.72,58,The Weeknd,361.6566,0.0788,0.162,0.000334,1.0,11,0.405,4.37696,8130276,-8.92
0.467,0.407,120.032,0.773,0.775,4,0.944,Higher,4.12,0,0,3,3.15,0.0562,160.14368,50,Shawn Mendes,155.05125,0.315,0.0149,1.1e-05,0.977,10,0.745,0.20317,3531168,-4.611
0.279,0.42,77.968,0.827,0.054,4,0.372,She’s The One,4.12,0,0,21,3.15,0.189,188.83719,32,Juice WRLD,183.42023,0.304,0.28,0.0,1.0,11,0.666,0.0,4163860,-5.393
0.546,0.464,143.973,0.516,0.766,4,0.598,Icy Hot (with Doja Cat),4.12,1,0,17,3.15,0.223,216.66667,22,Young Thug,208.59647,0.088,0.0162,0.0,1.0,0,0.906,2.67029,4777500,-7.785
0.641,0.532,145.03,0.149,0.015,4,0.301,You Get My Love,4.12,1,0,13,3.15,0.0529,311.16,56,P!nk,275.22614,0.0874,0.918,0.0,0.939,0,0.477,3.54104,6861078,-9.036
0.273,0.133,143.093,0.827,0.567,4,0.555,Scenario,4.12,0,1,5,3.15,0.325,241.78667,51,Pop Smoke,241.78667,0.283,0.0959,0.000977,1.0,6,0.712,0.0,5331396,-4.342
0.578,0.658,143.73,0.772,0.914,4,0.948,"I'm Talking About You - Live At The BBC For ""Saturday Club"" / 16th March, 1963",4.12,1,0,11,3.15,0.0419,112.13333,29,The Beatles,112.13333,0.548,0.826,0.742,1.0,4,0.579,0.0,2472540,-9.387
0.388,0.068,127.997,0.697,0.543,4,0.563,DEAD RIGHT NOW,4.12,0,0,2,3.15,0.0408,221.20335,35,Lil Nas X,216.53188,0.265,0.0894,3.75e-05,1.0,0,0.692,2.54259,4877534,-6.481
0.592,0.503,75.945,0.407,0.278,4,0.299,She's Not Him,4.12,1,0,10,3.15,0.0279,213.96,54,Miley Cyrus,207.56898,0.116,0.0992,0.0,1.0,0,0.502,0.09297,4717818,-6.331
0.185,0.0,169.961,0.889,0.603,4,0.541,MIC Drop,4.12,1,0,7,3.15,0.0917,238.1932,72,BTS,231.27075,0.0816,0.00912,0.0,1.0,6,0.667,0.0,5252160,-4.851
0.613,0.544,166.039,0.899,0.699,4,0.466,You My Everything,4.12,0,0,17,3.15,0.0376,209.24281,38,Ellie Goulding,201.64789,0.219,0.0453,0.0,1.0,6,0.509,0.0663,4613804,-3.541
0.581,0.456,134.991,0.853,0.978,4,0.863,No Puedo Más,4.12,0,0,11,3.15,0.0417,225.93333,18,Pitbull,220.76372,0.335,0.00215,2.75e-06,1.0,0,0.733,0.16785,4981830,-5.126
0.649,0.654,98.97,0.601,0.797,4,0.62,Something I Need,4.12,1,0,11,3.15,0.0308,241.26666,14,OneRepublic,236.24562,0.119,0.164,0.0,0.873,7,0.683,0.0,5319930,-6.927
0.433,0.241,119.794,0.41,0.263,4,0.324,Wrecking Ball,4.12,1,0,6,3.15,0.0346,221.53333,1,Miley Cyrus,210.7501,0.106,0.42,0.0,1.0,5,0.486,0.16236,4884810,-6.226
0.401,0.509,114.948,0.851,0.775,4,0.271,Miss Missing You,4.12,0,0,7,3.15,0.0443,211.02667,54,Fall Out Boy,204.50975,0.211,4.46e-05,1.97e-05,0.609,6,0.556,0.0,4653138,-2.981
0.627,0.635,169.081,0.627,0.33,4,0.76,Maggie Mae - 2021 Mix,4.12,1,0,7,3.15,0.237,40.21333,49,The Beatles,40.21333,0.124,0.247,0.0,1.0,7,0.525,0.0,886704,-8.052
0.478,0.166,108.838,0.678,0.763,4,0.635,Fucking Fucked Up,4.12,1,1,6,3.15,0.0323,50.46667,36,Miley Cyrus,45.93488,0.378,0.521,0.00923,1.0,0,0.87,0.28449,1112790,-7.645
0.693,0.702,81.017,0.428,0.071,3,0.111,God Knows I Tried,4.12,0,0,4,3.15,0.0275,280.65332,35,Lana Del Rey,273.13632,0.185,0.846,0.0338,0.865,5,0.398,8.74812,6188406,-8.292
0.662,0.676,141.003,0.423,0.473,4,0.214,Chun Swae (feat. Swae Lee),4.12,0,0,9,3.15,0.0608,370.44,16,Nicki Minaj,360.8497,0.125,0.0661,0.00213,0.815,10,0.853,0.0,8168202,-8.023
0.565,0.357,101.711,0.393,0.081,4,0.126,Never Be Alone / Hey There Delilah - Live Medley,4.12,1,0,11,3.15,0.0297,371.71832,48,Shawn Mendes,362.9279,0.722,0.545,0.0,0.79,11,0.327,4.37696,8196389,-7.995
0.712,0.734,107.932,0.158,0.204,4,0.305,Memories,4.12,1,0,16,3.15,0.0289,232.52,64,Shawn Mendes,205.32245,0.268,0.801,0.0,0.98,4,0.496,0.61546,5127066,-8.981
0.501,0.84,129.171,0.54,0.688,4,0.394,Here Comes The Sun - Remastered 2009,4.12,1,0,7,3.15,0.0347,185.73334,85,The Beatles,181.02277,0.179,0.0339,0.00248,0.784,9,0.557,0.41664,4095420,-10.484
0.447,0.459,86.704,0.699,0.357,4,0.802,History,4.12,1,0,13,3.15,0.0493,187.42667,77,One Direction,182.36372,0.064,0.0352,0.0,1.0,11,0.655,0.16839,4132758,-4.421
0.55,0.526,115.924,0.652,0.72,4,0.0725,Wanderlust,4.12,0,0,7,3.15,0.0435,306.77332,57,The Weeknd,297.69724,0.0714,0.0668,0.175,0.996,1,0.637,0.22063,6764352,-5.237
0.628,0.712,139.022,0.929,0.843,4,0.622,Up All Night,4.12,1,0,5,3.15,0.055,194.69333,67,One Direction,188.90015,0.101,0.023,0.0,1.0,0,0.606,0.71424,4292988,-2.182
0.622,0.575,80.522,0.79,0.192,4,0.23,Love Is Gone,4.12,1,1,19,3.15,0.391,234.61333,50,G-Eazy,227.92126,0.213,0.144,0.0,0.99,8,0.631,0.11039,5173224,-5.128
0.69,0.848,118.008,0.74,0.726,4,0.183,She Knows (feat. Amber Coffman & Cults),4.12,1,1,8,3.15,0.0807,296.52,42,J. Cole,291.81677,0.229,0.0193,0.0784,1.0,1,0.766,0.0,6538266,-10.363
0.327,0.395,134.007,0.481,0.749,4,0.613,Fake Love,4.12,0,1,20,3.15,0.287,210.93723,78,Drake,210.93724,0.176,0.105,0.0,1.0,9,0.928,0.0,4651166,-9.35
0.435,0.212,100.67,0.203,0.028,4,0.182,Omen - Acoustic,4.12,1,0,19,3.15,0.0359,205.37518,51,Sam Smith,198.84988,0.101,0.965,8.11e-05,0.495,3,0.435,0.27864,4528523,-8.426
0.594,0.485,135.502,0.468,0.333,4,0.194,Wednesday Night Interlude,4.12,0,0,10,3.15,0.0517,212.28,23,Drake,197.0097,0.217,0.706,5.42e-06,0.796,9,0.345,0.0,4680774,-8.189
0.415,0.198,130.97,0.32,0.106,4,0.251,She's Leaving Home - Remix,4.12,1,0,6,3.15,0.0315,205.84,43,The Beatles,198.69315,0.108,0.879,0.0,0.673,0,0.372,0.11324,4538772,-9.724
0.484,0.475,121.06,0.571,0.919,4,0.475,Let Me Get Me,4.12,1,0,14,3.15,0.0426,189.14536,49,Selena Gomez,183.61179,0.215,0.249,1.66e-05,1.0,2,0.826,0.24086,4170655,-9.263
0.408,0.149,90.634,0.652,0.144,4,0.358,Real Life,4.12,0,1,1,3.15,0.0496,223.37334,63,The Weeknd,214.2215,0.351,0.439,0.0,0.981,11,0.581,0.22617,4925382,-5.039
0.764,0.862,134.056,0.626,0.589,4,0.7,Mr. Jones (feat. Anuel AA),4.12,0,0,28,3.15,0.0904,229.25374,24,Pop Smoke,229.25374,0.219,0.489,9.58e-06,1.0,0,0.798,0.0,5055045,-6.329
0.365,0.218,110.038,0.851,0.683,4,0.602,The Monster,4.12,0,0,12,3.15,0.0684,250.18866,1,Eminem,247.58276,0.115,0.0401,0.0,0.957,1,0.78,0.0,5516660,-3.815
0.115,0.0,90.012,0.958,0.685,4,0.652,The Return,4.12,0,1,3,3.15,0.177,252.05333,56,Logic,248.59283,0.0833,0.116,0.0,0.986,11,0.801,2.54259,5557776,-4.412
0.709,0.668,108.484,0.308,0.059,3,0.273,Bad Kind of Butterflies,4.12,0,0,7,3.15,0.141,169.33488,61,Camila Cabello,163.63683,0.247,0.506,0.0,1.0,1,0.495,0.07692,3733834,-9.528
0.568,0.599,128.021,0.748,0.917,4,0.617,La La La,4.12,1,0,13,3.15,0.0894,186.33333,51,Shakira,180.65704,0.092,0.0975,1.67e-05,1.0,11,0.799,0.64921,4108650,-5.128
0.5,0.428,124.113,0.893,0.652,4,0.0794,The Ballad of Mona Lisa,4.12,0,0,1,3.15,0.0556,226.68,71,Panic! At The Disco,222.3543,0.103,0.000362,0.0,0.974,9,0.436,0.50467,4998294,-4.18
0.649,0.651,80.704,0.809,0.217,4,0.167,Love Is Gone (feat. Drew Love),4.12,1,0,19,3.15,0.384,234.61333,3,G-Eazy,227.91547,0.21,0.132,0.0,0.99,8,0.635,0.11039,5173224,-5.202
0.614,0.672,130.974,0.721,0.552,4,0.457,Everyday,4.12,0,0,9,3.15,0.0521,194.84,25,Ariana Grande,187.9307,0.189,0.017,0.0,0.998,7,0.63,0.19728,4296222,-4.51
0.58,0.588,125.076,0.816,0.347,4,0.42,"Killer Queen - Live At The Hammersmith Odeon, London / 1975",4.12,1,0,5,3.15,0.0489,128.14667,50,Queen,128.14667,0.802,0.164,0.0,1.0,10,0.549,0.0,2825634,-8.106
0.314,0.204,86.298,0.51,0.29,3,0.545,Oh! Darling - Take 4,4.12,0,0,6,3.15,0.0285,210.72,41,The Beatles,203.15138,0.326,0.307,2.95e-05,0.779,6,0.596,2.83283,4646376,-10.309
0.807,0.698,73.988,0.547,0.209,4,0.0905,Don't Say A Word,4.12,0,0,1,3.15,0.0644,247.4098,4,Ellie Goulding,232.23438,0.0705,0.781,1.23e-05,0.311,2,0.197,12.93351,5455386,-7.562
0.482,0.382,187.796,0.905,0.182,4,0.309,Champion,4.12,1,0,7,3.15,0.253,192.53333,61,Fall Out Boy,186.50269,0.431,0.000927,3.1e-05,1.0,0,0.31,0.25551,4245360,-4.109
0.511,0.332,98.991,0.551,0.152,4,0.241,The Way You Don't Look At Me,4.12,0,0,7,3.15,0.0367,148.41959,44,Demi Lovato,142.61696,0.0691,0.259,0.0,1.0,1,0.612,2.18848,3272652,-7.967
0.145,0.015,142.147,0.765,0.072,4,0.415,Aquarium,4.12,0,1,15,3.15,0.171,278.0448,54,Mac Miller,257.30032,0.639,0.388,0.0,1.0,4,0.512,0.0,6130888,-7.379
0.708,0.687,125.122,0.783,0.388,4,0.213,U Are My High,4.12,0,0,1,3.15,0.0385,180.48,80,DJ Snake,175.4616,0.14,0.0221,0.00223,1.0,0,0.503,0.0,3979584,-4.761
0.521,0.458,131.722,0.396,0.722,4,0.326,Dear Mr. President (feat. Indigo Girls),4.12,1,0,5,3.15,0.0317,273.62668,0,P!nk,257.7415,0.117,0.705,0.0,0.806,10,0.577,0.25025,6033468,-7.301
0.379,0.574,91.997,0.936,0.582,4,0.445,When They Come for Me,4.12,1,1,5,3.15,0.049,293.45334,39,Linkin Park,288.89108,0.278,0.00306,0.27,1.0,1,0.547,0.0,6470646,-4.232
0.484,0.462,71.547,0.798,0.058,4,0.58,u,4.12,0,1,6,3.15,0.432,268.49332,27,Kendrick Lamar,262.9834,0.461,0.26,0.0,0.875,11,0.406,0.0,5920278,-5.585
0.311,0.18,97.928,0.783,0.493,4,0.782,"Your Body Is a Wonderland - Live at the Oak Mountain Amphitheater, Birmingham, AL - September 2002",4.12,1,0,2,3.15,0.0374,365.69333,36,John Mayer,365.69333,0.84,0.0399,0.0612,0.979,5,0.56,0.0,8063538,-7.511
0.273,0.489,116.068,0.328,0.057,4,0.11,Give Me Love,4.12,1,0,12,3.15,0.0461,526.38666,11,Ed Sheeran,520.19666,0.112,0.694,0.0,0.637,1,0.526,0.2249,11606826,-9.864
0.638,0.554,72.331,0.155,0.161,4,0.512,Nothing Like Us,4.12,1,0,11,3.15,0.0428,199.8,67,Justin Bieber,181.86449,0.18,0.987,6.02e-05,0.323,0,0.546,0.29079,4405590,-14.378
0.475,0.378,123.954,0.969,0.813,4,0.585,Knock Me Down - Remastered,4.12,1,0,6,3.15,0.054,223.38667,48,Red Hot Chili Peppers,209.3279,0.214,0.00246,2.78e-06,0.971,0,0.56,0.33524,4925676,-3.629
0.39,0.508,130.045,0.894,0.854,4,0.671,Rave de Favela (feat. BEAM),4.12,0,1,19,3.15,0.145,154.15382,20,Major Lazer,147.48154,0.161,0.0466,0.000243,1.0,4,0.892,0.47011,3399092,-4.595
0.366,0.34,145.014,0.967,0.444,4,0.796,Blaze up the Fire (feat. Chronixx),4.12,1,0,3,3.15,0.0547,214.91637,11,Major Lazer,205.89714,0.502,0.00599,6.37e-05,1.0,6,0.637,0.0,4738906,-3.616
0.86,0.892,125.952,0.402,0.375,4,0.208,The Moment I Knew (Taylor's Version),4.12,1,0,17,3.15,0.031,285.28,71,Taylor Swift,267.66803,0.107,0.0494,0.0,0.321,7,0.636,0.20558,6290424,-7.855
0.387,0.45,175.992,0.732,0.222,4,0.727,Diplomatico,4.12,0,0,2,3.15,0.279,144.18181,46,Major Lazer,139.72607,0.0981,0.317,0.00684,1.0,1,0.792,0.27283,3179209,-4.659
0.486,0.333,145.963,0.638,0.45,4,0.32,a lot,4.12,1,0,1,3.15,0.0861,288.62418,9,21 Savage,275.795,0.332,0.0283,0.00167,0.947,1,0.844,0.06612,6364163,-7.66
0.522,0.291,128.082,0.646,0.733,4,0.788,Hey You,4.12,1,0,8,3.15,0.0365,249.96,39,Shakira,245.6439,0.103,0.172,0.0,0.88,1,0.775,0.18957,5511618,-5.898
0.199,0.205,97.155,0.308,0.015,4,0.75,Voice-Over Intro Quincy Jones Interview #6 / Quincy Jones Interview #6,4.12,0,0,28,3.15,0.931,77.69333,33,Michael Jackson,77.69334,0.321,0.981,3.74e-06,0.529,11,0.756,0.0,1713138,-13.703
0.865,0.538,133.722,0.788,0.14,4,0.143,"Bitch, Don’t Kill My Vibe - Remix",4.12,1,1,4,3.15,0.252,278.58667,55,Kendrick Lamar,271.43546,0.204,0.0513,0.0,0.985,1,0.636,0.0,6142836,-5.766
0.518,0.204,92.027,0.535,0.148,4,0.451,Gorgeous,4.12,1,0,16,3.15,0.135,209.68,49,Taylor Swift,201.96716,0.213,0.0713,9.48e-06,1.0,7,0.8,0.31347,4623444,-6.684
0.52,0.639,149.949,0.714,0.216,4,0.84,Screen,4.12,1,0,7,3.15,0.0622,229.12,63,Twenty One Pilots,222.33687,0.141,0.0963,0.0,1.0,0,0.718,0.0,5052096,-5.699
0.491,0.443,72.976,0.378,0.006,4,0.437,Up There,4.12,0,1,13,3.15,0.0322,194.82668,37,Post Malone,185.62032,0.0971,0.373,1.07e-05,0.996,5,0.654,0.0,4295928,-8.108
0.595,0.501,111.11,0.119,0.081,4,0.216,Cherry Blossom,4.12,1,0,14,3.15,0.0348,197.93333,62,Lana Del Rey,182.67139,0.112,0.982,0.00219,0.918,7,0.413,0.56866,4364430,-12.499
0.601,0.72,141.888,0.553,0.575,4,0.262,SideLine Watching (Hold Up),4.12,1,1,5,3.15,0.117,191.03346,67,Lil Uzi Vert,187.5766,0.117,0.281,0.0,1.0,1,0.747,0.0,4212288,-7.294
0.487,0.513,173.981,0.552,0.701,4,0.758,I'm Probably Gonna Rock Your World,4.12,0,0,10,3.15,0.155,151.98666,47,Logic,142.68661,0.1,0.745,0.0151,1.0,4,0.73,0.0,3351306,-8.365
0.531,0.336,135.852,0.354,0.112,4,0.183,Ships + Tides,4.12,1,0,14,3.15,0.0299,296.42416,53,OneRepublic,285.66348,0.117,0.768,0.0234,0.877,7,0.242,3.75002,6536153,-8.783
0.391,0.28,128.099,0.818,0.485,4,0.416,Tattoo,4.12,1,1,4,3.15,0.0546,206.85333,14,Jason Derulo,201.97878,0.102,0.193,0.0,0.991,4,0.55,0.24163,4561116,-4.196
0.0,0.0,124.973,0.571,0.414,4,0.612,Royalty,4.12,0,1,19,3.15,0.227,203.51987,55,XXXTENTACION,199.2098,0.0974,0.012,0.0183,1.0,8,0.907,0.0,4487613,-5.345
0.604,0.85,140.081,0.814,0.793,4,0.523,The Other Side (feat. CeeLo Green and B.o.B),4.12,0,0,10,3.15,0.0303,228.34676,57,Bruno Mars,222.23238,0.128,0.0993,3.7e-06,1.0,5,0.555,0.19147,5035046,-3.927
0.455,0.494,88.972,0.603,0.237,4,0.207,Hotel Lobby,4.12,0,0,20,3.15,0.101,151.0112,31,Pop Smoke,151.0112,0.115,0.181,0.0105,1.0,3,0.696,0.0,3329797,-6.832
0.337,0.107,139.898,0.637,0.303,4,0.132,Wonder,4.12,0,0,1,3.15,0.0581,172.69273,42,Shawn Mendes,167.5668,0.149,0.131,1.8e-05,0.34,1,0.333,0.20834,3807875,-4.904
0.414,0.253,95.946,0.814,0.537,4,0.438,Overtime,4.12,1,0,2,3.15,0.0417,275.0,46,Chris Brown,268.1963,0.122,0.18,0.0,1.0,0,0.591,0.0,6063750,-5.037
0.6,0.659,132.146,0.152,0.165,4,0.138,Horizon - from One Night In Malibu,4.12,1,0,1,3.15,0.0768,130.4063,55,OneRepublic,126.47909,0.105,0.861,0.0689,0.956,8,0.438,0.22404,2875459,-23.868
0.611,0.597,159.986,0.852,0.773,4,0.327,Fourth Of July - Remix,4.12,1,1,8,3.15,0.0498,222.22667,36,Fall Out Boy,215.3767,0.285,0.00232,4.15e-05,0.988,7,0.483,0.20277,4900098,-5.671
0.667,0.683,79.431,0.824,0.106,4,0.811,Long Way to Go,4.12,0,1,6,3.15,0.262,300.41592,36,Wiz Khalifa,279.82947,0.132,0.0761,0.0,0.835,11,0.61,0.24458,6624171,-5.579
0.563,0.517,109.987,0.636,0.525,4,0.0812,Smoke And Mirrors,4.12,1,0,3,3.15,0.0283,260.86667,46,Imagine Dragons,249.9454,0.447,0.0657,0.0218,1.0,7,0.601,0.23846,5752110,-7.283
0.825,1.0,88.062,0.766,0.417,4,0.643,Science Fiction,4.12,1,0,8,3.15,0.0282,185.90668,49,Arctic Monkeys,178.78204,0.396,0.0295,0.0802,0.806,7,0.542,0.1741,4099242,-5.411
0.486,0.492,171.153,0.577,0.091,4,0.681,F40,4.12,0,0,1,3.15,0.303,161.4,59,J Balvin,158.8361,0.682,0.0616,2.03e-06,0.755,6,0.576,0.42957,3558870,-6.231
0.138,0.112,95.061,0.866,0.544,4,0.642,Berzerk,4.12,1,0,8,3.15,0.333,238.74612,10,Eminem,234.7189,0.229,0.0226,0.0,1.0,2,0.733,0.0,5264352,-4.565
0.531,0.572,120.094,0.472,0.249,4,0.162,Girl Of My Dreams,4.12,1,0,12,3.15,0.0361,202.0,20,Chris Brown,194.38585,0.111,0.0381,0.0,1.0,10,0.357,0.0,4454100,-6.154
0.645,0.647,86.934,0.81,0.126,4,0.4,Gun Shot,4.12,1,1,18,3.15,0.0487,279.57333,29,Nicki Minaj,275.319,0.151,0.531,0.0,1.0,6,0.676,0.0,6164592,-4.974
0.249,0.252,154.592,0.612,0.514,4,0.52,Flossin (feat. King),4.12,1,1,11,3.15,0.168,161.47556,24,Tyga,148.05624,0.1,0.0491,0.0,1.0,10,0.869,0.0,3560536,-7.75
0.51,0.637,165.007,0.376,0.179,4,0.187,Come Together - Remastered 2009,4.12,0,0,1,3.15,0.0393,259.94666,81,The Beatles,249.92798,0.0926,0.0302,0.248,1.0,9,0.533,1.00295,5731824,-11.913
0.544,0.365,127.99,0.931,0.913,4,0.744,Mil Fantasías,4.12,0,0,4,3.15,0.0413,221.50667,25,J Balvin,209.54848,0.142,0.0103,0.0072,1.0,7,0.614,0.20023,4884222,-4.132
0.367,0.398,134.805,0.625,0.375,4,0.647,What’s Crackin (feat. Takeoff),4.12,1,0,11,3.15,0.31,177.77779,28,Pop Smoke,170.21388,0.142,0.0933,3.23e-06,0.332,2,0.814,0.0,3920000,-6.86
0.243,0.018,139.924,0.497,0.457,4,0.424,DNA.,4.12,0,0,13,3.15,0.355,185.94667,0,Kendrick Lamar,185.94667,0.0858,0.00436,0.0,0.969,10,0.64,0.0,4100124,-7.111
0.578,0.642,88.834,0.647,0.291,4,0.195,Got It On Me,4.12,1,1,17,3.15,0.19,164.57968,60,Pop Smoke,161.79083,0.095,0.00815,1.65e-05,1.0,2,0.688,11.03528,3628982,-7.258
0.531,0.614,76.59,0.797,0.212,4,0.35,"In The Lap Of The Gods - Live At The Rainbow, London / November 1974",4.12,1,0,7,3.15,0.0579,197.02667,25,Queen,197.02667,0.295,0.05,0.00134,0.748,5,0.309,0.0,4344438,-6.446
